long,lat,group,order,region,subregion
-85.12434387,32.73308182,1,117,alabama,NA
-85.10141754,32.67578125,1,118,alabama,NA
-85.10141754,32.63567352,1,119,alabama,NA
-85.06703949,32.60702896,1,120,alabama,NA
-85.04985809,32.55546188,1,121,alabama,NA
-85.00975037,32.52681732,1,122,alabama,NA
-84.98683167,32.49816513,1,123,alabama,NA
-84.99256134,32.46951675,1,124,alabama,NA
-84.97537231,32.42368317,1,125,alabama,NA
-84.98109436,32.37784576,1,126,alabama,NA
-85.00402069,32.33773804,1,127,alabama,NA
-84.97537231,32.30908966,1,128,alabama,NA
-84.92380524,32.28044128,1,129,alabama,NA
-84.90088654,32.25179291,1,130,alabama,NA
-84.92953491,32.2346077,1,131,alabama,NA
-84.95245361,32.22887421,1,132,alabama,NA
-84.96964264,32.20022583,1,133,alabama,NA
-84.99256134,32.1830368,1,134,alabama,NA
-85.04985809,32.1601181,1,135,alabama,NA
-85.06130981,32.12001419,1,136,alabama,NA
-85.06130981,32.10282516,1,137,alabama,NA
-85.06130981,32.08563614,1,138,alabama,NA
-85.06130981,32.06271744,1,139,alabama,NA
-85.06130981,32.0283432,1,140,alabama,NA
-85.06130981,31.99396133,1,141,alabama,NA
-85.07850647,31.95958519,1,142,alabama,NA
-85.10714722,31.93666649,1,143,alabama,NA
-85.14152527,31.8679142,1,144,alabama,NA
-85.13580322,31.78769684,1,145,alabama,NA
-85.13580322,31.7762394,1,146,alabama,NA
-85.13007355,31.73040199,1,147,alabama,NA
-85.11860657,31.68456459,1,148,alabama,NA
-85.07850647,31.6158123,1,149,alabama,NA
-85.06130981,31.55851746,1,150,alabama,NA
-85.06130981,31.5241375,1,151,alabama,NA
-85.08423615,31.47830009,1,152,alabama,NA
-85.08423615,31.44392395,1,153,alabama,NA
-85.0956955,31.40954781,1,154,alabama,NA
-85.0956955,31.3407917,1,155,alabama,NA
-85.10141754,31.30068398,1,156,alabama,NA
-85.12434387,31.28349495,1,157,alabama,NA
-85.12434387,31.25484657,1,158,alabama,NA
-85.11287689,31.19182014,1,159,alabama,NA
-85.11287689,31.17463303,1,160,alabama,NA
-85.08996582,31.14025688,1,161,alabama,NA
-85.04412842,31.1116066,1,162,alabama,NA
-85.03839874,31.09441948,1,163,alabama,NA
-85.03266907,31.07723045,1,164,alabama,NA
-85.03266907,31.03712463,1,165,alabama,NA
-85.01548004,31.00274849,1,166,alabama,NA
-85.01548004,30.99701691,1,167,alabama,NA
-85.49676514,31.00847435,1,168,alabama,NA
-85.51967621,31.00847435,1,169,alabama,NA
-86.04679871,31.00847435,1,170,alabama,NA
-86.20149994,31.00847435,1,171,alabama,NA
-86.39057159,31.00847435,1,172,alabama,NA
-86.70569611,31.00847435,1,173,alabama,NA
-86.79737091,31.00847435,1,174,alabama,NA
-87.18125916,31.00847435,1,175,alabama,NA
-87.6052475,31.00847435,1,176,alabama,NA
-87.6052475,30.95691109,1,177,alabama,NA
-87.61096954,30.93399239,1,178,alabama,NA
-87.63389587,30.89961624,1,179,alabama,NA
-87.63962555,30.87669754,1,180,alabama,NA
-87.63389587,30.85950851,1,181,alabama,NA
-87.61096954,30.84231758,1,182,alabama,NA
-87.54795074,30.77356339,1,183,alabama,NA
-87.49065399,30.72199631,1,184,alabama,NA
-87.46200562,30.71053886,1,185,alabama,NA
-87.45054626,30.69907761,1,186,alabama,NA
-87.42189789,30.67615891,1,187,alabama,NA
-87.41043854,30.64751244,1,188,alabama,NA
-87.41043854,30.61886406,1,189,alabama,NA
-87.43335724,30.58448792,1,190,alabama,NA
-87.46200562,30.54438019,1,191,alabama,NA
-87.46773529,30.52719307,1,192,alabama,NA
-87.46200562,30.51000404,1,193,alabama,NA
-87.44482422,30.49281311,1,194,alabama,NA
-87.39898682,30.45843697,1,195,alabama,NA
-87.39325714,30.44697952,1,196,alabama,NA
-87.40471649,30.42978668,1,197,alabama,NA
-87.42189789,30.42978668,1,198,alabama,NA
-87.43909454,30.42406082,1,199,alabama,NA
-87.43909454,30.41832924,1,200,alabama,NA
-87.45054626,30.40114212,1,201,alabama,NA
-87.46200562,30.38968086,1,202,alabama,NA
-114.6373901,35.0191803,2,204,arizona,NA
-114.6431274,35.10512161,2,205,arizona,NA
-114.6030197,35.12231064,2,206,arizona,NA
-114.5743637,35.17961121,2,207,arizona,NA
-114.5858307,35.23690414,2,208,arizona,NA
-114.5972824,35.28274155,2,209,arizona,NA
-114.6087418,35.35722733,2,210,arizona,NA
-114.6259384,35.40879059,2,211,arizona,NA
-114.6660461,35.45462799,2,212,arizona,NA
-114.6603088,35.50046539,2,213,arizona,NA
-114.6660461,35.54057312,2,214,arizona,NA
-114.6717758,35.60932922,2,215,arizona,NA
-114.6832352,35.66662216,2,216,arizona,NA
-114.7004166,35.71245956,2,217,arizona,NA
-114.7004166,35.79267502,2,218,arizona,NA
-114.6889572,35.88434601,2,219,arizona,NA
-114.7118759,35.91299438,2,220,arizona,NA
-114.7348022,35.95883179,2,221,arizona,NA
-114.7348022,36.01612854,2,222,arizona,NA
-114.7577133,36.06196594,2,223,arizona,NA
-114.7348022,36.10780334,2,224,arizona,NA
-114.7004166,36.11925888,2,225,arizona,NA
-114.6431274,36.14217758,2,226,arizona,NA
-114.5571823,36.15363693,2,227,arizona,NA
-114.4884262,36.13644791,2,228,arizona,NA
-114.3967514,36.13644791,2,229,arizona,NA
-114.3279953,36.11352921,2,230,arizona,NA
-114.3108139,36.04477692,2,231,arizona,NA
-114.2649765,36.02758408,2,232,arizona,NA
-114.2019424,36.02185822,2,233,arizona,NA
-114.1389236,36.03904724,2,234,arizona,NA
-114.1160049,36.09634018,2,235,arizona,NA
-114.0816269,36.13644791,2,236,arizona,NA
-114.0529785,36.21093369,2,237,arizona,NA
-114.0472488,36.84118652,2,238,arizona,NA
-114.0415192,36.99588394,2,239,arizona,NA
-113.8237991,36.99588394,2,240,arizona,NA
-113.537323,37.00161362,2,241,arizona,NA
-113.2794876,37.00161362,2,242,arizona,NA
-113.0044708,37.00161362,2,243,arizona,NA
-112.9070663,36.99588394,2,244,arizona,NA
-112.7294464,37.00161362,2,245,arizona,NA
-112.5403748,36.99588394,2,246,arizona,NA
-112.4143219,36.99588394,2,247,arizona,NA
-112.2080536,36.99588394,2,248,arizona,NA
-111.9502258,37.00161362,2,249,arizona,NA
-111.6866684,37.00161362,2,250,arizona,NA
-111.411644,37.00161362,2,251,arizona,NA
-111.3199692,37.00161362,2,252,arizona,NA
-111.2512131,36.99588394,2,253,arizona,NA
-111.1251602,36.99588394,2,254,arizona,NA
-110.8444138,37.00161362,2,255,arizona,NA
-110.7584686,36.99588394,2,256,arizona,NA
-110.6839905,36.99588394,2,257,arizona,NA
-110.5464783,36.99588394,2,258,arizona,NA
-110.3058319,37.00161362,2,259,arizona,NA
-110.0881042,37.00161362,2,260,arizona,NA
-110.0078964,37.00161362,2,261,arizona,NA
-109.9334106,36.99588394,2,262,arizona,NA
-109.715683,36.99588394,2,263,arizona,NA
-109.4120255,36.99588394,2,264,arizona,NA
-109.1484604,36.99588394,2,265,arizona,NA
-109.0395966,36.99588394,2,266,arizona,NA
-109.0453262,35.99893951,2,267,arizona,NA
-109.0510635,34.95042801,2,268,arizona,NA
-109.0510635,34.57227325,2,269,arizona,NA
-109.0567856,33.77586365,2,270,arizona,NA
-109.0510635,33.20290375,2,271,arizona,NA
-109.0567856,32.77891541,2,272,arizona,NA
-109.0567856,32.42368317,2,273,arizona,NA
-109.0567856,31.35225105,2,274,arizona,NA
-109.2344055,31.35225105,2,275,arizona,NA
-109.6240158,31.34652138,2,276,arizona,NA
-109.9964371,31.35225105,2,277,arizona,NA
-110.3516693,31.35225105,2,278,arizona,NA
-110.4777222,31.35225105,2,279,arizona,NA
-110.6324158,31.35225105,2,280,arizona,NA
-110.9876556,31.34652138,2,281,arizona,NA
-111.1194305,31.35797882,2,282,arizona,NA
-111.2970505,31.41527748,2,283,arizona,NA
-111.3887253,31.44392395,2,284,arizona,NA
-111.629364,31.51840973,2,285,arizona,NA
-112.0361633,31.65018845,2,286,arizona,NA
-112.3283768,31.74186325,2,287,arizona,NA
-112.66642,31.83926582,2,288,arizona,NA
-112.9299774,31.92520905,2,289,arizona,NA
-113.1878128,32.0054245,2,290,arizona,NA
-113.3482361,32.05698776,2,291,arizona,NA
-113.4685593,32.09709549,2,292,arizona,NA
-113.7435837,32.18877029,2,293,arizona,NA
-114.0357971,32.27471161,2,294,arizona,NA
-114.3165436,32.36065674,2,295,arizona,NA
-114.7004166,32.48097992,2,296,arizona,NA
-114.8092804,32.51535416,2,297,arizona,NA
-114.7978134,32.57838058,2,298,arizona,NA
-114.7691727,32.67005539,2,299,arizona,NA
-114.7348022,32.73308182,2,300,arizona,NA
-114.6889572,32.74453735,2,301,arizona,NA
-114.6545868,32.73880768,2,302,arizona,NA
-114.5915604,32.73880768,2,303,arizona,NA
-114.5514526,32.76172638,2,304,arizona,NA
-114.5228043,32.82475281,2,305,arizona,NA
-114.4769669,32.87631989,2,306,arizona,NA
-114.4769669,32.93361664,2,307,arizona,NA
-114.4826965,32.99663925,2,308,arizona,NA
-114.5399933,33.04247284,2,309,arizona,NA
-114.6603088,33.053936,2,310,arizona,NA
-114.7004166,33.08258438,2,311,arizona,NA
-114.7118759,33.13414764,2,312,arizona,NA
-114.6889572,33.26593018,2,313,arizona,NA
-114.7405243,33.31176376,2,314,arizona,NA
-114.7176056,33.35760117,2,315,arizona,NA
-114.7290649,33.40343857,2,316,arizona,NA
-114.6889572,33.43209076,2,317,arizona,NA
-114.6488495,33.45500565,2,318,arizona,NA
-114.6373901,33.48365402,2,319,arizona,NA
-114.6087418,33.50084305,2,320,arizona,NA
-114.6202011,33.52949142,2,321,arizona,NA
-114.5686417,33.54668045,2,322,arizona,NA
-114.5571823,33.57532883,2,323,arizona,NA
-114.5285339,33.63262177,2,324,arizona,NA
-114.5399933,33.69564819,2,325,arizona,NA
-114.5228043,33.73002625,2,326,arizona,NA
-114.5399933,33.78159332,2,327,arizona,NA
-114.5399933,33.92483139,2,328,arizona,NA
-114.5170746,33.96493912,2,329,arizona,NA
-114.4540482,33.99931717,2,330,arizona,NA
-114.4712372,34.01650238,2,331,arizona,NA
-114.4483185,34.03942108,2,332,arizona,NA
-114.4196701,34.07952881,2,333,arizona,NA
-114.3967514,34.11390686,2,334,arizona,NA
-114.2993469,34.15401077,2,335,arizona,NA
-114.2305984,34.19984818,2,336,arizona,NA
-114.1904907,34.24568558,2,337,arizona,NA
-114.133194,34.2628746,2,338,arizona,NA
-114.1389236,34.29725266,2,339,arizona,NA
-114.1675644,34.33736038,2,340,arizona,NA
-114.2878876,34.4233017,2,341,arizona,NA
-114.3738327,34.4691391,2,342,arizona,NA
-114.4024887,34.58946228,2,343,arizona,NA
-114.4196701,34.61238098,2,344,arizona,NA
-114.4483185,34.70978165,2,345,arizona,NA
-114.5743637,34.80718613,2,346,arizona,NA
-114.5514526,34.8358345,2,347,arizona,NA
-114.545723,34.84729385,2,348,arizona,NA
-114.5686417,34.86448288,2,349,arizona,NA
-114.6087418,34.88740158,2,350,arizona,NA
-114.6316681,34.96188354,2,351,arizona,NA
-114.6373901,35.0191803,2,352,arizona,NA
-94.05102539,33.03674698,3,354,arkansas,NA
-94.05102539,33.30030823,3,355,arkansas,NA
-94.05675507,33.57532883,3,356,arkansas,NA
-94.07966614,33.58678436,3,357,arkansas,NA
-94.09112549,33.59824371,3,358,arkansas,NA
-94.11977386,33.59251785,3,359,arkansas,NA
-94.14842987,33.58678436,3,360,arkansas,NA
-94.15415955,33.58678436,3,361,arkansas,NA
-94.1885376,33.60970306,3,362,arkansas,NA
-94.20571899,33.61543655,3,363,arkansas,NA
-94.22290802,33.60970306,3,364,arkansas,NA
-94.2286377,33.59824371,3,365,arkansas,NA
-94.24009705,33.57532883,3,366,arkansas,NA
-94.26301575,33.58678436,3,367,arkansas,NA
-94.28020477,33.58678436,3,368,arkansas,NA
-94.2973938,33.57532883,3,369,arkansas,NA
-94.30885315,33.56959915,3,370,arkansas,NA
-94.3661499,33.57532883,3,371,arkansas,NA
-94.40052795,33.56959915,3,372,arkansas,NA
-94.40625,33.57532883,3,373,arkansas,NA
-94.42344666,33.59824371,3,374,arkansas,NA
-94.4520874,33.59824371,3,375,arkansas,NA
-94.46355438,33.61543655,3,376,arkansas,NA
-94.47501373,33.63262177,3,377,arkansas,NA
-94.48074341,33.65554047,3,378,arkansas,NA
-94.4979248,33.66699982,3,379,arkansas,NA
-94.49219513,33.67845917,3,380,arkansas,NA
-94.49219513,33.96493912,3,381,arkansas,NA
-94.48646545,34.21131134,3,382,arkansas,NA
-94.48074341,34.53216553,3,383,arkansas,NA
-94.46928406,34.74989319,3,384,arkansas,NA
-94.45782471,34.98480225,3,385,arkansas,NA
-94.44063568,35.39733124,3,386,arkansas,NA
-94.44635773,35.44316864,3,387,arkansas,NA
-94.48074341,35.65516663,3,388,arkansas,NA
-94.50366211,35.76402664,3,389,arkansas,NA
-94.56095886,36.11352921,3,390,arkansas,NA
-94.57241058,36.17655563,3,391,arkansas,NA
-94.62397766,36.50886917,3,392,arkansas,NA
-94.08539581,36.5031395,3,393,arkansas,NA
-94.07966614,36.49741364,3,394,arkansas,NA
-93.89059448,36.5031395,3,395,arkansas,NA
-93.87340546,36.49741364,3,396,arkansas,NA
-93.59838867,36.5031395,3,397,arkansas,NA
-93.59265137,36.49741364,3,398,arkansas,NA
-93.33482361,36.5031395,3,399,arkansas,NA
-93.32336426,36.49741364,3,400,arkansas,NA
-93.30617523,36.5031395,3,401,arkansas,NA
-93.30044556,36.49741364,3,402,arkansas,NA
-92.84780884,36.5031395,3,403,arkansas,NA
-92.84207916,36.5031395,3,404,arkansas,NA
-92.77332306,36.5031395,3,405,arkansas,NA
-92.76759338,36.5031395,3,406,arkansas,NA
-92.54987335,36.5031395,3,407,arkansas,NA
-92.16026306,36.49741364,3,408,arkansas,NA
-92.13161469,36.49741364,3,409,arkansas,NA
-91.67324829,36.5031395,3,410,arkansas,NA
-91.46697998,36.49741364,3,411,arkansas,NA
-91.46125031,36.49741364,3,412,arkansas,NA
-91.42114258,36.49741364,3,413,arkansas,NA
-91.4154129,36.5031395,3,414,arkansas,NA
-91.14612579,36.5031395,3,415,arkansas,NA
-90.79089355,36.5031395,3,416,arkansas,NA
-90.57317352,36.50886917,3,417,arkansas,NA
-90.22366333,36.50886917,3,418,arkansas,NA
-90.17209625,36.5031395,3,419,arkansas,NA
-90.1377182,36.47449493,3,420,arkansas,NA
-90.12625885,36.40573883,3,421,arkansas,NA
-90.10334015,36.40000916,3,422,arkansas,NA
-90.06896973,36.3885498,3,423,arkansas,NA
-90.06896973,36.34844208,3,424,arkansas,NA
-90.0918808,36.28541565,3,425,arkansas,NA
-90.1205368,36.2739563,3,426,arkansas,NA
-90.1377182,36.21665955,3,427,arkansas,NA
-90.18928528,36.19947433,3,428,arkansas,NA
-90.18928528,36.17655563,3,429,arkansas,NA
-90.26377106,36.13071823,3,430,arkansas,NA
-90.37836456,36.00466919,3,431,arkansas,NA
-90.38409424,36.00466919,3,432,arkansas,NA
-90.29814911,35.99893951,3,433,arkansas,NA
-89.97156525,35.99893951,3,434,arkansas,NA
-89.96582794,36.00466919,3,435,arkansas,NA
-89.79394531,36.00466919,3,436,arkansas,NA
-89.75383759,36.00466919,3,437,arkansas,NA
-89.71945953,36.00466919,3,438,arkansas,NA
-89.71372986,35.98747635,3,439,arkansas,NA
-89.68508148,35.97029114,3,440,arkansas,NA
-89.65644073,35.94737244,3,441,arkansas,NA
-89.65070343,35.92445374,3,442,arkansas,NA
-89.66217041,35.91299438,3,443,arkansas,NA
-89.70800781,35.90726471,3,444,arkansas,NA
-89.73664856,35.90153885,3,445,arkansas,NA
-89.73664856,35.87862015,3,446,arkansas,NA
-89.73091888,35.85570145,3,447,arkansas,NA
-89.73091888,35.83278275,3,448,arkansas,NA
-89.74237823,35.82131958,3,449,arkansas,NA
-89.78248596,35.80413055,3,450,arkansas,NA
-89.79967499,35.79267502,3,451,arkansas,NA
-89.79967499,35.77548599,3,452,arkansas,NA
-89.82832336,35.76402664,3,453,arkansas,NA
-89.90853882,35.74683762,3,454,arkansas,NA
-89.93718719,35.73537827,3,455,arkansas,NA
-89.94291687,35.70672989,3,456,arkansas,NA
-89.93718719,35.68954086,3,457,arkansas,NA
-89.91426849,35.66662216,3,458,arkansas,NA
-89.87416077,35.66662216,3,459,arkansas,NA
-89.86270142,35.65516663,3,460,arkansas,NA
-89.86843109,35.64370346,3,461,arkansas,NA
-89.89707947,35.59786606,3,462,arkansas,NA
-89.90280914,35.57494736,3,463,arkansas,NA
-89.90853882,35.55203247,3,464,arkansas,NA
-89.90853882,35.53483963,3,465,arkansas,NA
-89.91426849,35.52338409,3,466,arkansas,NA
-89.96009827,35.51765442,3,467,arkansas,NA
-89.9830246,35.51765442,3,468,arkansas,NA
-89.99448395,35.49473572,3,469,arkansas,NA
-90.01166534,35.43743896,3,470,arkansas,NA
-90.028862,35.42024994,3,471,arkansas,NA
-90.0460434,35.40879059,3,472,arkansas,NA
-90.06896973,35.41452026,3,473,arkansas,NA
-90.08042145,35.42598343,3,474,arkansas,NA
-90.08615112,35.47181702,3,475,arkansas,NA
-90.09761047,35.47754669,3,476,arkansas,NA
-90.1205368,35.47181702,3,477,arkansas,NA
-90.12625885,35.44890213,3,478,arkansas,NA
-90.1377182,35.43743896,3,479,arkansas,NA
-90.16064453,35.42598343,3,480,arkansas,NA
-90.1835556,35.41452026,3,481,arkansas,NA
-90.18928528,35.39733124,3,482,arkansas,NA
-90.18928528,35.3858757,3,483,arkansas,NA
-90.16636658,35.36868286,3,484,arkansas,NA
-90.14917755,35.36868286,3,485,arkansas,NA
-90.10907745,35.39733124,3,486,arkansas,NA
-90.10334015,35.36868286,3,487,arkansas,NA
-90.0918808,35.362957,3,488,arkansas,NA
-90.09761047,35.34576797,3,489,arkansas,NA
-90.09761047,35.30565643,3,490,arkansas,NA
-90.08615112,35.25409317,3,491,arkansas,NA
-90.06896973,35.21971512,3,492,arkansas,NA
-90.05750275,35.19679642,3,493,arkansas,NA
-90.06896973,35.17961121,3,494,arkansas,NA
-90.0746994,35.16241837,3,495,arkansas,NA
-90.06324005,35.13950348,3,496,arkansas,NA
-90.08615112,35.1108551,3,497,arkansas,NA
-90.10334015,35.0879364,3,498,arkansas,NA
-90.1205368,35.08220291,3,499,arkansas,NA
-90.14917755,35.08220291,3,500,arkansas,NA
-90.17782593,35.0879364,3,501,arkansas,NA
-90.19501495,35.08220291,3,502,arkansas,NA
-90.2064743,35.05928421,3,503,arkansas,NA
-90.21793365,35.042099,3,504,arkansas,NA
-90.25804138,35.03636932,3,505,arkansas,NA
-90.26950073,35.03636932,3,506,arkansas,NA
-90.28668976,35.02490997,3,507,arkansas,NA
-90.28096008,34.99626541,3,508,arkansas,NA
-90.26377106,34.96188354,3,509,arkansas,NA
-90.25231171,34.94469452,3,510,arkansas,NA
-90.24658203,34.93323898,3,511,arkansas,NA
-90.25804138,34.92177582,3,512,arkansas,NA
-90.28668976,34.89313126,3,513,arkansas,NA
-90.31533813,34.87593842,3,514,arkansas,NA
-90.34971619,34.8587532,3,515,arkansas,NA
-90.41273499,34.84156418,3,516,arkansas,NA
-90.42420197,34.83010483,3,517,arkansas,NA
-90.42993164,34.8129158,3,518,arkansas,NA
-90.42993164,34.7899971,3,519,arkansas,NA
-90.44712067,34.77280807,3,520,arkansas,NA
-90.45857239,34.75561905,3,521,arkansas,NA
-90.47576904,34.75561905,3,522,arkansas,NA
-90.52160645,34.76134872,3,523,arkansas,NA
-90.5330658,34.76134872,3,524,arkansas,NA
-90.54451752,34.73270035,3,525,arkansas,NA
-90.5330658,34.73270035,3,526,arkansas,NA
-90.48149872,34.71551132,3,527,arkansas,NA
-90.47003937,34.6983223,3,528,arkansas,NA
-90.46430206,34.67540359,3,529,arkansas,NA
-90.46430206,34.65821838,3,530,arkansas,NA
-90.48149872,34.65821838,3,531,arkansas,NA
-90.49295044,34.66967392,3,532,arkansas,NA
-90.5330658,34.68686676,3,533,arkansas,NA
-90.55597687,34.67540359,3,534,arkansas,NA
-90.57317352,34.64102936,3,535,arkansas,NA
-90.56744385,34.61811066,3,536,arkansas,NA
-90.5330658,34.5837326,3,537,arkansas,NA
-90.5330658,34.5608139,3,538,arkansas,NA
-90.53878784,34.55508423,3,539,arkansas,NA
-90.56171417,34.52643585,3,540,arkansas,NA
-90.57317352,34.5149765,3,541,arkansas,NA
-90.56744385,34.4462204,3,542,arkansas,NA
-90.57889557,34.4233017,3,543,arkansas,NA
-90.60755157,34.400383,3,544,arkansas,NA
-90.65338898,34.38892746,3,545,arkansas,NA
-90.67630005,34.38319778,3,546,arkansas,NA
-90.71640778,34.38892746,3,547,arkansas,NA
-90.73932648,34.38319778,3,548,arkansas,NA
-90.75078583,34.36027908,3,549,arkansas,NA
-90.74505615,34.33163071,3,550,arkansas,NA
-90.72213745,34.30871201,3,551,arkansas,NA
-90.73932648,34.29725266,3,552,arkansas,NA
-90.76797485,34.29725266,3,553,arkansas,NA
-90.79662323,34.29152298,3,554,arkansas,NA
-90.81954193,34.2628746,3,555,arkansas,NA
-90.83673096,34.24568558,3,556,arkansas,NA
-90.85964966,34.2399559,3,557,arkansas,NA
-90.89975739,34.24568558,3,558,arkansas,NA
-90.91120911,34.23423004,3,559,arkansas,NA
-90.91120911,34.21131134,3,560,arkansas,NA
-90.89402771,34.20558167,3,561,arkansas,NA
-90.83100128,34.19412231,3,562,arkansas,NA
-90.81954193,34.18266296,3,563,arkansas,NA
-90.83100128,34.15401077,3,564,arkansas,NA
-90.8653717,34.15401077,3,565,arkansas,NA
-90.92266846,34.17120361,3,566,arkansas,NA
-90.96277618,34.17120361,3,567,arkansas,NA
-90.97997284,34.15401077,3,568,arkansas,NA
-90.94558716,34.12536621,3,569,arkansas,NA
-90.92840576,34.10817719,3,570,arkansas,NA
-90.92840576,34.07379913,3,571,arkansas,NA
-90.94558716,34.03942108,3,572,arkansas,NA
-90.96277618,34.02223587,3,573,arkansas,NA
-90.97997284,33.99931717,3,574,arkansas,NA
-90.98570251,33.98212814,3,575,arkansas,NA
